group,metric,delay,n_repos,mean_pre,mean_post,mean_diff,median_diff,t_stat,p_value,significant,period
Dart,files_touched_per_commit,2,6,2.028972484181124,2.7568328037184275,0.7278603195373033,0.19871084797555388,1.0853487537678657,0.32730208993336773,False,weeks
CSS,gross_churn,2,47,59.340823392581434,82.98264128185842,23.64181788927698,6.512987012987013,0.8125533444417729,0.42065965725465015,False,weeks
CSS,net_added,2,47,37.686898759141854,38.99954102473688,1.312642265595023,2.0,0.06698729630501499,0.946882130281694,False,weeks
CSS,net_removed,2,47,7.128001042280901,18.926120115872592,11.798119073591687,0.0,1.6803879299995734,0.09966147088630697,True,weeks
CSS,net_negative_commits,2,47,-30.55889771686096,-20.07342090886429,10.485476807996669,0.14576802507836994,0.5622479289115753,0.5766768696980983,False,weeks
CSS,add_delete_ratio,2,47,18.499417679022656,19.473619954924246,0.9742022759015947,0.45462793813177704,0.06458162688572748,0.9487869579167821,False,weeks
CSS,total_commits,2,47,0.6911081341794744,0.7746283780309624,0.08352024385148822,0.1,0.6301242192445619,0.53173116740709,False,weeks
CSS,files_touched_per_commit,2,47,0.4270613813310295,0.6788640501930602,0.2518026688620308,0.10606060606060605,2.393473040844331,0.020825883778950113,True,weeks
Swift,gross_churn,2,5,12.876551724137931,14.004891015417332,1.1283392912794,-1.5,0.06951060545514834,0.9479194569484045,False,weeks
Swift,net_added,2,5,11.376669950738915,8.762785752259436,-2.61388419847948,-0.5,-0.23249562799191362,0.8275644653990142,False,weeks
Swift,net_removed,2,5,0.22579310344827586,1.0198830409356725,0.7940899374873966,0.0,0.761089496455721,0.48900101700268966,False,weeks
Swift,net_negative_commits,2,5,-11.150876847290641,-7.742902711323763,3.407974135966876,0.183030303030303,0.3250647644470166,0.7614236340100412,False,weeks
Swift,add_delete_ratio,2,5,1.4603944850234982,1.8588560711757345,0.39846158615223654,0.25,1.2460789229630398,0.2807320469538032,False,weeks
Swift,total_commits,2,5,0.25084729064039407,0.44816586921850077,0.19731857857810672,-0.030852994555353924,0.8805113322746823,0.42830752754713725,False,weeks
Swift,files_touched_per_commit,2,5,0.19454844006568145,0.28069510898458266,0.08614666891890124,0.0,1.0054181452607227,0.3715811179248042,False,weeks
All,gross_churn,2,117,3870.182899104825,6122.455752010312,2252.2728529054866,191.82805429864254,1.571389462314983,0.11881592845466311,False,weeks
All,net_added,2,117,2095.249878733399,2488.3006215496985,393.05074281629913,86.12614555256073,1.358898227411061,0.17681520030816972,False,weeks
All,net_removed,2,117,587.3134012455023,1848.7178422270044,1261.404440981502,1.7142857142857144,0.9615450601690322,0.3382782465906872,False,weeks
All,net_negative_commits,2,117,-1507.936477487897,-639.5827793226943,868.3536981652022,-52.6283422459893,0.6686119676070092,0.5050713887102916,False,weeks
All,add_delete_ratio,2,117,14.081737614832992,9.349314441826412,-4.73242317300658,0.5118920369256705,-1.0563872625445696,0.29298642705399625,False,weeks
All,total_commits,2,117,11.89544826833423,14.133259272992428,2.2378110046581945,0.31426332288401254,1.522116596752134,0.13070127597352607,False,weeks
All,files_touched_per_commit,2,117,3.8056738582330625,6.78323292030422,2.9775590620711587,0.16,1.113452010755279,0.26781626851833584,False,weeks
Javascript,gross_churn,4,68,2400.809076232897,3383.481115856434,801.6074161839281,54.0,,,False,weeks
Javascript,net_added,4,68,1213.6010588564632,1817.2628774880225,560.1089322236795,55.4,,,False,weeks
Javascript,net_removed,4,68,416.21843241270466,311.1478977546129,-158.33536592953615,0.0,,,False,weeks
Javascript,net_negative_commits,4,68,-797.3826264437587,-1506.1149797334094,-718.4442981532155,-30.0,,,False,weeks
Javascript,add_delete_ratio,4,68,30.371422809781908,61.55867471742336,32.81038733126577,0.3888888888888889,,,False,weeks
Javascript,total_commits,4,68,7.607182417080182,10.454971353590059,0.7076376532179193,0.15714285714285714,,,False,weeks
Javascript,files_touched_per_commit,4,68,3.54985733747024,3.780493424731071,-0.007714508713142925,0.11288305190744219,,,False,weeks
Python,gross_churn,4,49,1609.8736916407338,1853.7251185097978,293.64667547065187,40.431250000000006,,,False,weeks
Python,net_added,4,49,901.9128755550482,1116.4693611161063,244.22566269710507,37.525,,,False,weeks
Python,net_removed,4,49,165.96537865514745,155.9237235449736,-20.73548175704578,2.1538461538461537,,,False,weeks
Python,net_negative_commits,4,49,-735.9474968999007,-960.5456375711327,-264.9611444541509,-49.15384615384615,,,False,weeks
Python,add_delete_ratio,4,49,41.241312030025775,13.267084802886998,-8.767655699995668,0.9184130885880277,,,False,weeks
Python,total_commits,4,49,7.940448160879086,8.234759255273909,0.4870212171086682,0.17500000000000004,,,False,weeks
Python,files_touched_per_commit,4,49,2.5062613695608733,2.6267223592838267,0.5133008491133444,0.164021164021164,,,False,weeks
Rust,gross_churn,4,8,4236.413646642991,4397.094491619491,160.6808449765004,-228.23194444444448,0.19167937722063624,0.8534349610123046,False,weeks
Rust,net_added,4,8,2128.689001775663,2039.0439116439118,-89.64509013175172,-265.8375000000001,-0.16548337096998908,0.8732413928469288,False,weeks
Rust,net_removed,4,8,324.7699209327258,417.6814102564103,92.91148932368444,45.550000000000004,0.5216794340601542,0.617987985408517,False,weeks
Rust,net_negative_commits,4,8,-1803.9190808429375,-1621.3625013875014,182.55657945543612,329.25416666666666,0.324137005384408,0.7553046407163039,False,weeks
Rust,add_delete_ratio,4,8,439.8980690033998,5.161903768231918,-434.73616523516785,-0.49992712661755423,-1.0012521120789823,0.3500518760056807,False,weeks
Rust,total_commits,4,8,15.480116758241756,14.368044455544457,-1.1120723026973023,0.012499999999999734,-0.41923147088527474,0.6876125190318735,False,weeks
Rust,files_touched_per_commit,4,8,7.16195642798965,6.648134882642946,-0.5138215453467031,-0.5456391893071424,-0.20017040202314998,0.8470385039804518,False,weeks
HTML,gross_churn,4,34,379.36419070844397,750.129757648578,238.39408120493485,1.1150000000000002,,,False,weeks
HTML,net_added,4,34,327.25296287292844,246.5714610991158,-154.89394721982373,0.0,,,False,weeks
HTML,net_removed,4,34,13.278605016817332,480.99524922148794,408.2711879672881,0.0,,,False,weeks
HTML,net_negative_commits,4,34,-313.97435785611106,234.4237881223721,563.1651351871117,-0.04666666666666641,,,False,weeks
HTML,add_delete_ratio,4,34,251.63147350576722,17.38976998120564,-234.93006666841973,0.038461538461538464,,,False,weeks
HTML,total_commits,4,34,0.5577240075930333,0.6305766597731485,0.08974531106299563,0.03250915750915751,,,False,weeks
HTML,files_touched_per_commit,4,34,1.251873526714979,1.0466848185668056,-0.17622924032108106,0.0017094017094017068,,,False,weeks
